起始城市	到达城市	公司			航班号	起飞时间戳		到达时间戳		价格	最大折扣	满载	当前人数		
贵阳	珠海	中国南方航空(集团)公司	CZ3768	201711192155	201711192310	3873	0.3	260	255	
桂林	北京	中国南方航空(集团)公司	CZ3281	201712040900	201712041130	2416	0	250	247	
桂林	北京	中国国际航空公司		CA1312	201712141140	201712141415	1981	0.1	260	253	
桂林	北京	大新华航空有限公司		CN7216	201712091310	201712091600	2700	0.1	200	197	
桂林	北京	中国国际航空公司		CA1472	201711121555	201711121900	2084	0.4	100	94	
桂林	北京	中国南方航空(集团)公司	CZ3287	201711191810	201711192110	2195	0	160	153	
桂林	北京	中国国际航空公司		CA1226	201711212105	201711212350	2852	0.1	120	111	
桂林	成都	中国南方航空(集团)公司	CZ3241	201711281930	201711282100	2832	0.2	120	115	
桂林	成都	四川航空股份有限公司		3U8778	201711102120	201711102250	2688	0.1	220	210	
桂林	成都	中国国际航空公司		CA4324	201712152140	201712152325	3263	0.3	250	242	
桂林	重庆	中国南方航空(集团)公司	CZ3859	201711301030	201711301135	1826	0.2	260	251	
桂林	重庆	中国南方航空(集团)公司	CZ8126	201712022105	201712022205	2543	0.3	220	213	
桂林	广州	中国南方航空(集团)公司	CZ3233	201711290740	201711290830	2609	0.38	230	222	
桂林	广州	中国南方航空(集团)公司	CZ3231	201712230800	201712230850	2572	0.3	250	241	
桂林	广州	中国南方航空(集团)公司	CZ3291	201711051140	201711051235	2859	0.2	200	197	
桂林	广州	中国国际航空公司		CA4381	201712081610	201712081710	1666	0.29	170	160	
桂林	广州	中国南方航空(集团)公司	CZ3235	201711031900	201711032010	3684	0.1	200	194	
桂林	广州	中国南方航空(集团)公司	CZ3304	201710312255	201710312355	1860	0.3	290	287	
桂林	贵阳	中国南方航空(集团)公司	CZ6375	201712161715	201712161805	3559	0.2	100	92	
桂林	海口	中国南方航空(集团)公司	CZ6499	201711101000	201711101120	2347	0.2	100	93	
桂林	杭州	中国南方航空(集团)公司	CZ3265	201712261255	201712261445	2198	0.03	260	250	
桂林	杭州	中国国际航空公司		CA4952	201712141310	201712141455	2736	0.4	290	281	
桂林	济南	中国南方航空(集团)公司	CZ3271	201712230800	201712231130	2451	0.2	120	113	
桂林	济南	中国国际航空公司		CA4952	201712071310	201712071710	1509	0.1	300	291	
桂林	昆明	中国南方航空(集团)公司	CZ3247	201711141420	201711141605	2153	0.5	100	96	
桂林	南京	中国南方航空(集团)公司	CZ6454	201711131440	201711131630	3597	0.4	210	205	
桂林	南京	中国南方航空(集团)公司	CZ3253	201711091710	201711091915	2807	0.2	180	176	
桂林	青岛	中国国际航空公司		CA4752	201712131235	201712131610	2534	0.1	210	204	
桂林	青岛	中国南方航空(集团)公司	CZ3265	201712091255	201712091700	3198	0.2	170	163	
桂林	三亚	中国南方航空(集团)公司	CZ6399	201711112040	201711112150	1648	0.14	130	122	
桂林	厦门	中国南方航空(集团)公司	CZ8125	201711181645	201711181805	2898	0.4	100	97	
桂林	汕头	中国南方航空(集团)公司	CZ3860	201712201410	201712201525	2783	0.1	210	201	
桂林	上海	中国南方航空(集团)公司	CZ3251	201712281000	201712281155	1638	0.4	130	127	
桂林	上海	上海航空公司		FM5322	201712161315	201712161515	3037	0.5	230	226	
桂林	深圳	中国南方航空(集团)公司	CZ3239	201712110900	201712111000	2088	0.25	190	182	
桂林	深圳	中国南方航空(集团)公司	CZ3952	201710312155	201710312300	1297	0.5	130	121	
桂林	沈阳	中国南方航空(集团)公司	CZ6454	201712041440	201712041920	1862	0.17	270	263	
桂林	太原	中国南方航空(集团)公司	CZ6287	201712030805	201712031135	2549	0.3	270	265	
桂林	武汉	中国南方航空(集团)公司	CZ3271	201712030800	201712030920	2089	0.3	190	180	
桂林	武汉	中国南方航空(集团)公司	CZ6287	201712120805	201712120925	2180	0.3	260	253	
桂林	武汉	中国南方航空(集团)公司	CZ6500	201711151440	201711151610	2160	0.3	190	185	
桂林	西安	中国南方航空(集团)公司	CZ6375	201711121715	201711122025	1937	0.2	140	133	
桂林	郑州	中国南方航空(集团)公司	CZ6400	201711051020	201711051200	1614	0.28	120	111	
桂林	郑州	中国国际航空公司		CA4752	201712081235	201712081420	3247	0.1	120	110	
伊春	北京	中国南方航空(集团)公司	CZ6268	201712191430	201712191800	2011	0.2	200	196	
兰州	北京	中国国际航空公司		CA1278	201712020815	201712021025	2147	0.1	270	266	
兰州	北京	中国国际航空公司		CA1274	201712261125	201712261335	3393	0.3	300	294	
兰州	北京	中国国际航空公司		CA1272	201712231510	201712231715	3619	0.2	220	214	
兰州	北京	中国国际航空公司		CA1222	201710311845	201710312055	3083	0.1	190	180	
兰州	成都	四川航空股份有限公司		3U8824	201711271340	201711271510	2750	0.16	110	101	
兰州	成都	中国国际航空公司		CA4208	201711131645	201711131800	2294	0	270	260	
兰州	广州	中国南方航空(集团)公司	CZ3206	201711211945	201711212235	3360	0.18	250	242	
兰州	贵阳	四川航空股份有限公司		3U8824	201712231340	201712231700	2851	0.4	270	265	
兰州	杭州	中国南方航空(集团)公司	CZ6951	201712111335	201712111555	2718	0.5	260	254	
兰州	济南	中国国际航空公司		CA4966	201711161200	201711161500	2447	0.01	210	207	
兰州	青岛	中国国际航空公司		CA4608	201712241830	201712242200	2380	0	160	150	
兰州	三亚	四川航空股份有限公司		3U8792	201712021900	201712022200	1552	0.3	300	293	
兰州	厦门	中国国际航空公司		CA4820	201711091140	201711091535	2615	0.08	300	294	
兰州	沈阳	中国南方航空(集团)公司	CZ6492	201711151950	201711152210	3383	0.1	240	232	
兰州	太原	中国国际航空公司		CA4608	201711201830	201711201950	2198	0.1	300	291	
兰州	温州	中国南方航空(集团)公司	CZ6955	201711281335	201711281625	3061	0.5	140	134	
兰州	乌鲁木齐	四川航空股份有限公司		3U8791	201712301220	201712301500	1852	0.1	300	297	
兰州	乌鲁木齐	中国南方航空(集团)公司	CZ6491	201711161250	201711161530	1652	0	180	175	
兰州	乌鲁木齐	中国南方航空(集团)公司	CZ6952	201711072025	201711072320	1717	0.2	280	270	
兰州	乌鲁木齐	中国南方航空(集团)公司	CZ6956	201712062135	201712060025	2202	0.1	100	94	
兰州	武汉	中国国际航空公司		CA4820	201712061140	201712061330	2329	0.5	280	271	
兰州	西安	中国南方航空(集团)公司	CZ3224	201712101240	201712101340	3297	0.2	290	285	
兰州	长沙	中国南方航空(集团)公司	CZ3224	201711061240	201711061555	2725	0.5	250	241	
兰州	郑州	中国国际航空公司		CA4966	201711131200	201711131335	2859	0.1	120	112	
丽江	成都	四川航空股份有限公司		3U8692	201711252105	201711252225	1519	0.4	150	145	
丽江	成都	中国国际航空公司		CA4452	201711222255	201711220005	3012	0.1	250	246	
丽江	成都	鹰联航空公司		EU2238	201711092300	201711090005	2313	0.4	140	135	
丽江	成都	四川航空股份有限公司		3U9238	201711242300	201711240005	2006	0	170	165	
丽江	重庆	中国南方航空(集团)公司	CZ8164	201712192230	201712192350	3275	0.4	120	112	
丽江	广州	中国南方航空(集团)公司	CZ3488	201711051625	201711051940	2685	0.03	170	165	
丽江	景洪	海航集团祥鹏航空公司		8L9966	201712131920	201712132020	2457	0.4	240	237	
丽江	景洪	海航集团祥鹏航空公司		8L9966	201712201920	201712202020	2912	0.07	140	131	
丽江	昆明	海航集团祥鹏航空公司		8L9956	201712141005	201712141050	2420	0.1	200	193	
丽江	昆明	中国南方航空(集团)公司	CZ3492	201711301300	201711301345	2989	0.4	250	240	
丽江	昆明	中国南方航空(集团)公司	CZ3716	201711131320	201711131410	2588	0.3	250	245	
丽江	昆明	中国南方航空(集团)公司	CZ3488	201712301625	201712301715	1468	0.3	190	183	
丽江	昆明	中国南方航空(集团)公司	CZ3452	201711041850	201711041940	3049	0.3	160	153	
丽江	深圳	中国南方航空(集团)公司	CZ3716	201711081320	201711081650	2978	0.5	110	105	
丽江	深圳	中国南方航空(集团)公司	CZ3452	201711141850	201711142220	3472	0.1	170	163	
丽江	郑州	中国南方航空(集团)公司	CZ3492	201712071300	201712071700	2222	0.3	290	281	
永州	广州	中国南方航空(集团)公司	CZ3374	201711071135	201711071410	1501	0.14	280	273	
永州	长沙	中国南方航空(集团)公司	CZ3374	201711151135	201711151225	1986	0.3	100	97	
德宏	昆明	海航集团祥鹏航空公司		8L9932	201711221135	201711221230	2292	0.4	230	225	
德宏	昆明	海航集团祥鹏航空公司		8L9932	201711091135	201711091230	2683	0.2	200	193	
拉萨	北京	中国国际航空公司		CA4111	201711081555	201711082130	1489	0.1	190	181	
拉萨	成都	中国国际航空公司		CA4404	201712111040	201712111235	2983	0.2	240	232	
拉萨	成都	中国国际航空公司		CA408	201711281500	201711281700	2038	0.3	180	171	
拉萨	成都	中国国际航空公司		CA4111	201712071555	201712071800	2097	0.3	160	152	
拉萨	成都	中国国际航空公司		CA4402	201712191630	201712191820	3267	0.3	210	202	
拉萨	重庆	中国国际航空公司		CA4419	201712141230	201712141440	2424	0.4	190	182	
拉萨	重庆	中国南方航空(集团)公司	CZ3464	201711031405	201711031630	3739	0.1	300	293	
拉萨	广州	中国南方航空(集团)公司	CZ3464	201712271405	201712271910	1677	0.19	100	94	
洛阳	广州	中国南方航空(集团)公司	CZ3364	201712231110	201712231335	2945	0.2	280	272	
洛阳	上海	上海航空公司		FM5390	201712051510	201712051640	2836	0.3	290	285	
洛阳	深圳	中国南方航空(集团)公司	CZ3358	201711162220	201711160030	2180	0.4	250	241	
连云港	北京	上海航空公司		FM2912	201711011710	201711011810	1870	0.4	190	181	
连云港	广州	中国南方航空(集团)公司	CZ3635	201710311140	201710311515	2303	0	280	275	
连云港	广州	中国南方航空(集团)公司	CZ3257	201712281250	201712281515	2279	0.1	100	90	
连云港	海口	上海航空公司		FM2911	201711191000	201711191250	2349	0.4	290	285	
连云港	宁波	中国南方航空(集团)公司	CZ6702	201712101715	201712101815	2497	0.4	240	230	
连云港	厦门	四川航空股份有限公司		3U3213	201712181600	201712181825	2461	0.1	280	274	
连云港	上海	上海航空公司		FM5522	201712091540	201712091640	2027	0.4	180	176	
连云港	深圳	中国南方航空(集团)公司	CZ6702	201712081715	201712082110	3031	0.4	190	180	
连云港	沈阳	四川航空股份有限公司		3U3214	201711082140	201711082300	2869	0.46	150	147	
连云港	徐州	中国南方航空(集团)公司	CZ3635	201712161140	201712161210	2241	0.4	110	107	
临沂	北京	上海航空公司		FM2270	201712280945	201712281045	2689	0	190	181	
临沂	广州	中国国际航空公司		CA4671	201710311740	201710312005	3466	0.2	250	242	
临沂	青岛	中国国际航空公司		CA4672	201711162340	201711160015	2375	0.28	220	217	
临沂	上海	上海航空公司		FM2340	201710312130	201710312230	2773	0.4	110	102	
临沂	深圳	中国南方航空(集团)公司	CZ3316	201711181720	201711182125	2821	0	120	116	
临沂	温州	中国南方航空(集团)公司	CZ3316	201712251720	201712251850	1684	0.5	260	257	
柳州	北京	中国国际航空公司		CA1860	201712081500	201712081750	2851	0.3	150	142	
柳州	成都	鹰联航空公司		EU2202	201712012300	201712010040	2038	0.1	180	172	
柳州	成都	四川航空股份有限公司		3U9202	201712192300	201712190040	2136	0.4	170	161	
柳州	广州	中国南方航空(集团)公司	CZ3720	201711012020	201711012135	1744	0.3	250	244	
柳州	上海	上海航空公司		FM5204	201711151105	201711151305	2747	0.29	130	123	
柳州	深圳	鹰联航空公司		EU2201	201712171855	201712172005	2418	0.3	170	160	
柳州	深圳	四川航空股份有限公司		3U9201	201711121855	201711122005	2845	0.4	230	226	
泸州	广州	中国国际航空公司		CA4339	201711281050	201711281230	2943	0.5	210	207	
泸州	广州	中国国际航空公司		CA4351	201712112150	201712112335	3449	0.3	180	173	
牡丹江	广州	中国南方航空(集团)公司	CZ3614	201712201630	201712202300	3505	0.4	270	261	
牡丹江	上海	中国南方航空(集团)公司	CZ3614	201712061630	201712061930	1135	0.1	250	244	
绵阳	北京	中国国际航空公司		CA1452	201712041140	201712041405	3001	0.4	290	280	
绵阳	北京	中国国际航空公司		CA1456	201711132125	201711132350	2519	0.29	260	251	
绵阳	广州	中国南方航空(集团)公司	CZ3400	201712181900	201712182115	3049	0.4	140	131	
梅县	广州	中国南方航空(集团)公司	CZ3334	201711241250	201711241350	2345	0.4	230	226	
梅县	广州	中国南方航空(集团)公司	CZ3334	201712111250	201712111350	2447	0	110	107	
梅县	广州	中国南方航空(集团)公司	CZ3340	201712192140	201712192240	1539	0.1	220	212	
梅县	广州	中国南方航空(集团)公司	CZ3340	201712192140	201712192240	2830	0.4	140	137	
南充	北京	中国南方航空(集团)公司	CZ6945	201711211110	201711211340	3441	0.1	230	220	
南充	广州	中国南方航空(集团)公司	CZ3430	201712221715	201712221915	2432	0.2	120	114	
长白山	北京	中国南方航空(集团)公司	CZ6393	201711021755	201711021940	1740	0.11	260	254	
长白山	延吉	中国南方航空(集团)公司	CZ6394	201712222325	201712222355	2870	0.07	300	292	
齐齐哈尔	北京	中国国际航空公司		CA1660	201712011050	201712011240	2983	0.1	290	286	
齐齐哈尔	广州	中国南方航空(集团)公司	CZ3612	201711241630	201711242300	1392	0	270	267	
齐齐哈尔	上海	中国南方航空(集团)公司	CZ3612	201711111630	201711111930	1986	0.1	100	97	
宁波	北京	中国国际航空公司		CA1854	201711100755	201711100955	2608	0.4	140	131	
宁波	北京	中国国际航空公司		CA1840	201712061340	201712061555	3551	0.4	200	196	
宁波	北京	中国国际航空公司		CA1542	201711151610	201711151830	1503	0.2	280	277	
宁波	北京	中国南方航空(集团)公司	CZ3186	201711082045	201711082300	2963	0.1	240	230	
宁波	成都	四川航空股份有限公司		3U8928	201711111340	201711111730	1921	0.1	170	164	
宁波	成都	鹰联航空公司		EU2222	201711272035	201711272305	3813	0.5	230	222	
宁波	重庆	四川航空股份有限公司		3U8984	201712052040	201712052240	3374	0	100	95	
宁波	大连	中国南方航空(集团)公司	CZ3607	201712161305	201712161500	2097	0.1	240	231	
宁波	大连	中国南方航空(集团)公司	CZ6326	201711141635	201711141825	2414	0.33	130	126	
宁波	福州	中国国际航空公司		CA4827	201712131935	201712132035	3715	0.2	200	195	
宁波	广州	中国南方航空(集团)公司	CZ3778	201711261105	201711261300	2113	0.44	270	261	
宁波	广州	中国南方航空(集团)公司	CZ3518	201712131500	201712131705	2832	0.2	260	251	
宁波	广州	中国南方航空(集团)公司	CZ3608	201712061835	201712062030	3156	0.1	110	102	
宁波	广州	中国南方航空(集团)公司	CZ3780	201712152025	201712152220	2118	0.4	170	167	
宁波	贵阳	中国南方航空(集团)公司	CZ3786	201712182120	201712180055	1742	0.3	260	252	
宁波	哈尔滨	中国南方航空(集团)公司	CZ6761	201711081100	201711081500	2533	0.3	120	117	
宁波	济南	中国国际航空公司		CA4972	201711131130	201711131400	3189	0.1	110	103	
宁波	昆明	四川航空股份有限公司		3U8938	201711301050	201711301350	1804	0.3	140	133	
宁波	昆明	海航集团祥鹏航空公司		8L9988	201712072020	201712072310	2735	0.4	250	247	
宁波	连云港	中国南方航空(集团)公司	CZ6701	201711211515	201711211625	1507	0.5	190	185	
宁波	南昌	四川航空股份有限公司		3U8928	201711061340	201711061440	2584	0.17	140	135	
宁波	南京	中国国际航空公司		CA4972	201712021130	201712021225	1929	0.16	230	227	
宁波	南宁	鹰联航空公司		EU2226	201712271145	201712271535	3506	0.1	190	184	
宁波	青岛	中国南方航空(集团)公司	CZ3855	201711261000	201711261140	1570	0.4	190	187	
宁波	青岛	中国国际航空公司		CA4710	201711291320	201711291445	2623	0.46	250	241	
宁波	三亚	中国南方航空(集团)公司	CZ6762	201712112105	201712112350	2228	0.1	180	176	
宁波	厦门	中国国际航空公司		CA4709	201711191005	201711191130	2920	0.5	240	236	
宁波	汕头	中国南方航空(集团)公司	CZ3856	201711121425	201711121600	2781	0.3	180	171	
宁波	深圳	中国南方航空(集团)公司	CZ6325	201712261055	201712261255	3179	0.2	180	170	
宁波	深圳	中国南方航空(集团)公司	CZ6702	201712171905	201712172110	3238	0	250	240	
宁波	沈阳	中国南方航空(集团)公司	CZ6761	201711281100	201711281310	3274	0.2	170	164	
宁波	武汉	鹰联航空公司		EU2226	201712141145	201712141310	1564	0.4	180	174	
宁波	武汉	中国南方航空(集团)公司	CZ3786	201711112120	201711112240	2812	0.4	280	275	
南京	北京	中国南方航空(集团)公司	CZ5005	201712240800	201712240940	1620	0.3	150	141	
南京	北京	中国国际航空公司		CA1820	201712050800	201712050950	2126	0.1	230	227	
南京	北京	中国国际航空公司		CA981	201712010800	201712010950	2439	0.1	120	115	
南京	北京	中国南方航空(集团)公司	CZ5007	201712120900	201712121100	2470	0.43	130	127	
南京	北京	中国国际航空公司		CA1818	201712141200	201712141350	1925	0.4	140	137	
南京	北京	中国南方航空(集团)公司	CZ5001	201712061300	201712061455	2961	0.2	100	95	
南京	北京	中国国际航空公司		CA1848	201712041350	201712041550	3384	0.07	260	253	
南京	北京	中国南方航空(集团)公司	CZ5009	201711071445	201711071640	2776	0.5	280	275	
南京	北京	中国国际航空公司		CA1584	201712101500	201712101655	3050	0.2	130	127	
南京	北京	中国国际航空公司		CA1538	201712111600	201712111750	2825	0.1	240	234	
南京	北京	中国南方航空(集团)公司	CZ5015	201711161655	201711161845	2224	0.4	170	161	
南京	北京	中国国际航空公司		CA1562	201711031755	201711031950	3126	0.5	210	200	
南京	北京	中国南方航空(集团)公司	CZ5011	201712281830	201712282025	2622	0.5	200	190	
南京	北京	中国国际航空公司		CA1504	201712092000	201712092145	3179	0.2	250	242	
南京	北京	中国南方航空(集团)公司	CZ3182	201712292205	201712292350	3007	0.1	160	151	
南京	成都	中国国际航空公司		CA4506	201712141250	201712141525	2693	0	110	104	
南京	成都	四川航空股份有限公司		3U8924	201711071435	201711071655	2987	0.23	160	157	
南京	成都	中国国际航空公司		CA4518	201711091940	201711092215	3008	0.4	110	103	
南京	成都	四川航空股份有限公司		3U8994	201711302020	201711302240	2468	0.3	200	195	
南京	重庆	中国南方航空(集团)公司	CZ8120	201712251105	201712251310	1650	0.2	270	265	
南京	重庆	四川航空股份有限公司		3U8840	201711021735	201711021940	2472	0.04	170	160	
南京	重庆	中国国际航空公司		CA4558	201712161755	201712162005	1753	0.5	190	181	
南京	重庆	中国南方航空(集团)公司	CZ3428	201711112020	201711112320	2154	0.2	230	224	
南京	大连	中国南方航空(集团)公司	CZ3985	201711261355	201711261530	3384	0.1	160	153	
南京	大连	中国南方航空(集团)公司	CZ3760	201711102305	201711100035	2104	0.2	110	104	
南京	大连	中国南方航空(集团)公司	CZ6338	201711282335	201711280105	2403	0.3	280	271	
南京	福州	中国南方航空(集团)公司	CZ3825	201711091010	201711091115	2344	0.3	200	193	
南京	福州	中国国际航空公司		CA4991	201712121705	201712121815	2123	0.1	220	216	
南京	广州	中国南方航空(集团)公司	CZ3872	201711220800	201711221000	1398	0.1	270	267	
南京	广州	中国南方航空(集团)公司	CZ3514	201711301100	201711301310	2305	0.2	210	204	
南京	广州	中国南方航空(集团)公司	CZ3600	201712051300	201712051510	2091	0.2	200	195	
南京	广州	中国南方航空(集团)公司	CZ3822	201711221600	201711221755	2122	0.2	250	245	
南京	广州	中国南方航空(集团)公司	CZ3508	201712241900	201712242110	2345	0	110	105	
南京	广州	中国南方航空(集团)公司	CZ3698	201711272050	201711272300	2723	0.3	250	246	
南京	贵阳	中国南方航空(集团)公司	CZ3656	201712061150	201712061515	2428	0.4	230	224	
南京	贵阳	中国南方航空(集团)公司	CZ6451	201711021155	201711021400	2767	0.2	100	96	
南京	桂林	中国南方航空(集团)公司	CZ6453	201712121155	201712121350	1410	0.3	170	167	
南京	桂林	中国南方航空(集团)公司	CZ3254	201712192015	201712192210	1062	0.21	260	254	
南京	哈尔滨	四川航空股份有限公司		3U8839	201711291100	201711291320	1194	0.1	250	245	
南京	海口	中国南方航空(集团)公司	CZ6337	201712061645	201712061920	3099	0.11	220	216	
南京	济南	中国国际航空公司		CA4972	201711201300	201711201400	1932	0.2	220	216	
南京	济南	中国国际航空公司		CA4992	201712182100	201712182155	3597	0.14	130	120	
南京	晋江	奥凯航空			BK2857	201712120920	201712121040	2505	0.01	300	293	
南京	晋江	奥凯航空			BK2857	201712210920	201712211040	1845	0	150	145	
南京	晋江	奥凯航空			BK2857	201712250920	201712251040	2223	0.5	100	93	
南京	昆明	中国国际航空公司		CA4695	201711190940	201711191235	1921	0.3	220	215	
南京	昆明	海航集团祥鹏航空公司		8L9936	201711281210	201711281605	3159	0.1	240	236	
南京	昆明	海航集团祥鹏航空公司		8L9984	201711211905	201711212200	3764	0.1	100	94	
南京	南昌	中国南方航空(集团)公司	CZ3264	201712071210	201712071320	3063	0.34	270	264	
南京	南昌	中国南方航空(集团)公司	CZ6581	201711291720	201711291825	1683	0.2	230	225	
南京	南宁	中国南方航空(集团)公司	CZ3264	201711201210	201711201530	2499	0.1	240	234	
南京	宁波	中国国际航空公司		CA4971	201711080945	201711081040	2872	0.1	100	94	
南京	青岛	中国国际航空公司		CA4696	201712081625	201712081740	3107	0.2	260	256	
南京	厦门	中国南方航空(集团)公司	CZ6545	201711261800	201711261925	2396	0.4	140	130	
南京	厦门	中国南方航空(集团)公司	CZ3397	201712181800	201712181930	3218	0.1	270	267	
南京	深圳	中国南方航空(集团)公司	CZ3560	201712161155	201712161405	2701	0.4	210	206	
南京	深圳	中国南方航空(集团)公司	CZ3828	201712272135	201712272350	1637	0.15	240	233	
南京	沈阳	中国南方航空(集团)公司	CZ3659	201712021600	201712021800	2629	0.2	210	204	
南京	沈阳	中国南方航空(集团)公司	CZ6454	201712241720	201712241920	2010	0.4	220	214	
南京	沈阳	中国南方航空(集团)公司	CZ6452	201712201815	201712202000	3468	0.3	110	107	
南京	沈阳	中国南方航空(集团)公司	CZ6582	201711292100	201711292250	3336	0.1	230	221	
南京	天津	奥凯航空			BK2858	201712091340	201712091520	2447	0.4	180	176	
南京	温州	中国国际航空公司		CA1962	201711192210	201711192320	2423	0.3	190	181	
南京	乌鲁木齐	中国南方航空(集团)公司	CZ6964	201712211640	201712212230	2045	0.1	100	90	
南京	武汉	海航集团祥鹏航空公司		8L9936	201712121210	201712121315	2471	0.2	190	181	
南京	武汉	中国南方航空(集团)公司	CZ3428	201712112020	201712112120	3243	0.3	110	104	
南京	银川	中国南方航空(集团)公司	CZ6964	201711111640	201711111900	3439	0.3	210	202	
南京	长春	中国南方航空(集团)公司	CZ6546	201712122250	201712120055	2156	0.2	280	271	
南京	长沙	中国南方航空(集团)公司	CZ3660	201712120100	201712120155	2593	0.3	170	166	
南京	长沙	中国南方航空(集团)公司	CZ3656	201712081150	201712081315	2504	0.2	110	103	
南京	长沙	中国南方航空(集团)公司	CZ3759	201711301650	201711301825	2348	0.5	130	125	
南京	长沙	中国南方航空(集团)公司	CZ3986	201712191845	201712192000	2197	0.3	100	96	
南京	郑州	中国南方航空(集团)公司	CZ3826	201712011410	201712011520	2516	0.2	140	134	
南京	郑州	中国南方航空(集团)公司	CZ3398	201712202230	201712202340	2708	0.38	100	91	
南宁	北京	中国国际航空公司		CA904	201712030800	201712031105	1407	0.3	130	123	
南宁	北京	中国南方航空(集团)公司	CZ3285	201711230955	201711231300	1518	0.06	150	140	
南宁	北京	中国国际航空公司		CA1336	201712221200	201712221455	2185	0.4	100	91	
南宁	北京	中国国际航空公司		CA1486	201711091545	201711091850	2737	0.3	160	154	
南宁	北京	中国南方航空(集团)公司	CZ6283	201712301650	201712302000	1804	0.5	290	287	
南宁	北京	中国国际航空公司		CA1376	201711261740	201711262100	3387	0.1	150	143	
南宁	北京	大新华航空有限公司		CN7158	201711281815	201711282120	2563	0.2	250	243	
南宁	北京	中国国际航空公司		CA1466	201712061945	201712062250	1227	0.2	130	120	
南宁	成都	鹰联航空公司		EU2230	201711062030	201711062220	3097	0	250	245	
南宁	成都	四川航空股份有限公司		3U8774	201711252115	201711252300	1786	0	230	224	
南宁	成都	中国国际航空公司		CA4328	201712092145	201712092335	2656	0.2	250	241	
南宁	重庆	中国南方航空(集团)公司	CZ6307	201711170800	201711170920	3111	0.2	260	251	
南宁	重庆	中国南方航空(集团)公司	CZ6038	201711201800	201711201920	1919	0.3	190	180	
南宁	重庆	中国南方航空(集团)公司	CZ3480	201711232005	201711232125	3211	0.3	190	186	
南宁	广州	中国南方航空(集团)公司	CZ3295	201712190800	201712190900	3385	0.1	110	100	
南宁	广州	中国南方航空(集团)公司	CZ3308	201711151000	201711151135	2236	0.26	280	272	
南宁	广州	中国南方航空(集团)公司	CZ3297	201711221200	201711221310	3144	0	280	270	
南宁	广州	中国南方航空(集团)公司	CZ3293	201712181620	201712181725	3087	0.4	160	153	
南宁	广州	中国南方航空(集团)公司	CZ3332	201712201810	201712201920	3393	0.11	100	94	
南宁	贵阳	中国南方航空(集团)公司	CZ3275	201711170800	201711170900	2843	0.4	140	134	
南宁	哈尔滨	中国南方航空(集团)公司	CZ6381	201711170930	201711171510	3457	0.39	240	234	
南宁	海口	中国南方航空(集团)公司	CZ3341	201712071850	201712071950	2038	0.3	290	284	
南宁	杭州	中国国际航空公司		CA1764	201712151235	201712151610	2846	0.2	300	294	
南宁	杭州	中国国际航空公司		CA4712	201712061315	201712061520	1273	0.4	250	240	
南宁	杭州	中国南方航空(集团)公司	CZ3758	201711281640	201711282000	3454	0.06	110	100	
南宁	济南	中国国际航空公司		CA4934	201712241250	201712241630	1538	0.1	230	226	
南宁	昆明	中国南方航空(集团)公司	CZ3863	201711261900	201711262010	3125	0.1	210	203	
南宁	昆明	中国南方航空(集团)公司	CZ3249	201711252010	201711252105	3351	0.4	260	255	
南宁	南昌	中国南方航空(集团)公司	CZ3263	201712140800	201712140930	3327	0.4	250	247	
南宁	南京	中国南方航空(集团)公司	CZ3263	201711140800	201711141120	2058	0	220	211	
南宁	宁波	鹰联航空公司		EU2225	201711081615	201711081945	2352	0.2	290	281	
南宁	青岛	中国国际航空公司		CA4712	201712141315	201712141740	1235	0	150	143	
南宁	青岛	中国南方航空(集团)公司	CZ6385	201711301540	201711301935	3489	0.5	110	101	
南宁	厦门	中国国际航空公司		CA4914	201712071510	201712071755	1965	0.1	120	117	
南宁	汕头	中国南方航空(集团)公司	CZ3864	201711282245	201711282350	2907	0	290	285	
南宁	上海	中国南方航空(集团)公司	CZ3261	201711211620	201711211850	2736	0.5	260	251	
南宁	上海	上海航空公司		FM5398	201711211850	201711212110	2768	0.41	250	247	
南宁	深圳	中国南方航空(集团)公司	CZ3273	201712061000	201712061055	2597	0.4	270	265	
南宁	太原	中国南方航空(集团)公司	CZ6307	201712090800	201712091155	3116	0.1	140	133	
南宁	太原	中国南方航空(集团)公司	CZ3773	201712030800	201712031200	1893	0.33	120	112	
南宁	温州	鹰联航空公司		EU2227	201712251150	201712251510	1266	0.1	150	143	
南宁	乌鲁木齐	中国南方航空(集团)公司	CZ6038	201711021800	201711020015	2207	0.4	190	182	
南宁	武汉	中国国际航空公司		CA4934	201712021250	201712021425	2043	0.31	110	106	
南宁	武汉	鹰联航空公司		EU2225	201712051615	201712051735	2641	0.2	190	180	
南宁	武汉	中国南方航空(集团)公司	CZ3342	201712062220	201712062350	2635	0.11	200	194	
南宁	西安	中国南方航空(集团)公司	CZ3275	201712290800	201712291125	2668	0.3	300	292	
南宁	长沙	中国南方航空(集团)公司	CZ3773	201712180800	201712180920	2206	0.5	300	294	
南宁	长沙	鹰联航空公司		EU2227	201712091150	201712091310	2219	0.4	250	241	
南宁	长沙	中国国际航空公司		CA1764	201712011235	201712011355	2836	0.46	130	120	
南宁	长沙	中国南方航空(集团)公司	CZ3758	201711031640	201711031800	2200	0.4	100	97	
南宁	郑州	中国南方航空(集团)公司	CZ6385	201712201540	201712201730	1871	0.1	150	145	
南宁	郑州	中国南方航空(集团)公司	CZ3480	201711262005	201711262345	3074	0.5	110	100	
